customer_id,customer_segment,historical_success_rate,average_transaction_amount,previous_transactions,previous_failures
CUST_00414,MEDIUM_RELIABILITY,0.73,3796.06,85,22
CUST_00415,MEDIUM_RELIABILITY,0.81,4796.07,30,5
CUST_00416,MEDIUM_RELIABILITY,0.7,4798.18,74,22
CUST_00417,HIGH_RELIABILITY,0.9,3469.42,24,2
CUST_00418,LOW_RELIABILITY,0.49,3048.69,23,11
CUST_00419,HIGH_RELIABILITY,0.98,6073.51,26,0
CUST_00420,MEDIUM_RELIABILITY,0.78,6506.51,81,17
CUST_00421,MEDIUM_RELIABILITY,0.65,6803.61,77,26
CUST_00422,LOW_RELIABILITY,0.4,6735.28,61,36
CUST_00423,HIGH_RELIABILITY,0.9,6804.74,93,9
CUST_00424,HIGH_RELIABILITY,0.89,14956.24,56,6
CUST_00425,LOW_RELIABILITY,0.5,4248.62,69,34
CUST_00426,MEDIUM_RELIABILITY,0.66,7624.62,61,20
CUST_00427,HIGH_RELIABILITY,0.9,13572.76,10,0
CUST_00428,LOW_RELIABILITY,0.41,1496.68,99,58
CUST_00429,HIGH_RELIABILITY,0.88,7608.94,37,4
CUST_00430,HIGH_RELIABILITY,0.94,1919.92,34,2
CUST_00431,LOW_RELIABILITY,0.57,3282.36,78,33
CUST_00432,MEDIUM_RELIABILITY,0.77,4687.25,7,1
CUST_00433,LOW_RELIABILITY,0.47,4005.55,91,48
CUST_00434,LOW_RELIABILITY,0.4,1437.11,78,46
CUST_00435,HIGH_RELIABILITY,0.97,14245.62,27,0
CUST_00436,MEDIUM_RELIABILITY,0.73,3072.07,88,23
CUST_00437,MEDIUM_RELIABILITY,0.79,4382.97,40,8
CUST_00438,HIGH_RELIABILITY,0.88,3186.14,79,9
CUST_00439,MEDIUM_RELIABILITY,0.81,6759.78,67,12
CUST_00440,LOW_RELIABILITY,0.36,1709.41,65,41
CUST_00441,HIGH_RELIABILITY,0.91,10406.5,47,4
CUST_00442,HIGH_RELIABILITY,0.88,2457.52,18,2
CUST_00443,LOW_RELIABILITY,0.58,1414.1,47,19
CUST_00444,MEDIUM_RELIABILITY,0.79,2762.74,68,14
CUST_00445,HIGH_RELIABILITY,0.89,4404.41,56,6
CUST_00446,LOW_RELIABILITY,0.56,6018.74,75,32
CUST_00447,HIGH_RELIABILITY,0.97,6560.57,16,0
CUST_00448,HIGH_RELIABILITY,0.95,3869.78,46,2
CUST_00449,HIGH_RELIABILITY,0.91,13548.7,56,5
CUST_00450,LOW_RELIABILITY,0.35,781.46,5,3
CUST_00451,MEDIUM_RELIABILITY,0.7,752.06,74,22
CUST_00452,MEDIUM_RELIABILITY,0.69,6038.89,11,3
CUST_00453,HIGH_RELIABILITY,0.93,13497.4,51,3
CUST_00454,MEDIUM_RELIABILITY,0.83,3747.26,68,11
CUST_00455,MEDIUM_RELIABILITY,0.71,4107.08,11,3
CUST_00456,HIGH_RELIABILITY,0.94,4752.89,75,4
CUST_00457,HIGH_RELIABILITY,0.95,6731.76,41,2
CUST_00458,MEDIUM_RELIABILITY,0.77,4643.2,94,21
CUST_00459,MEDIUM_RELIABILITY,0.71,9510.31,8,2
CUST_00460,LOW_RELIABILITY,0.57,1152.77,82,35
CUST_00461,MEDIUM_RELIABILITY,0.84,5130.6,95,15
CUST_00462,HIGH_RELIABILITY,0.98,12197.97,75,1
CUST_00463,HIGH_RELIABILITY,0.93,1314.57,57,3
CUST_00464,HIGH_RELIABILITY,0.91,8582.88,19,1
CUST_00465,MEDIUM_RELIABILITY,0.79,2949.93,20,4
CUST_00466,MEDIUM_RELIABILITY,0.68,8431.84,24,7
CUST_00467,MEDIUM_RELIABILITY,0.87,5494.06,96,12
CUST_00468,HIGH_RELIABILITY,0.9,4812.3,95,9
CUST_00469,HIGH_RELIABILITY,0.88,13800.18,66,7
CUST_00470,LOW_RELIABILITY,0.38,4120.31,36,22
CUST_00471,MEDIUM_RELIABILITY,0.71,5764.69,23,6
CUST_00472,MEDIUM_RELIABILITY,0.79,8382.55,81,17
CUST_00473,MEDIUM_RELIABILITY,0.7,604.46,22,6
CUST_00474,LOW_RELIABILITY,0.39,6320.13,40,24
CUST_00475,MEDIUM_RELIABILITY,0.84,6175.42,58,9
CUST_00476,HIGH_RELIABILITY,0.95,10310.51,69,3
CUST_00477,HIGH_RELIABILITY,0.9,13801.77,5,0
CUST_00478,HIGH_RELIABILITY,0.93,6363.94,43,3
CUST_00479,LOW_RELIABILITY,0.5,519.37,79,39
CUST_00480,LOW_RELIABILITY,0.4,5218.63,67,40
CUST_00481,LOW_RELIABILITY,0.37,4301.43,62,39
CUST_00482,MEDIUM_RELIABILITY,0.7,4198.31,49,14
CUST_00483,HIGH_RELIABILITY,0.91,5979.42,74,6
CUST_00484,MEDIUM_RELIABILITY,0.81,3322.66,46,8
CUST_00485,LOW_RELIABILITY,0.51,3437.14,94,46
CUST_00486,HIGH_RELIABILITY,0.95,14115.62,54,2
CUST_00487,HIGH_RELIABILITY,0.96,4009.17,57,2
CUST_00488,HIGH_RELIABILITY,0.88,4671.7,100,12
CUST_00489,MEDIUM_RELIABILITY,0.78,988.55,53,11
CUST_00490,MEDIUM_RELIABILITY,0.76,6170.01,89,21
CUST_00491,MEDIUM_RELIABILITY,0.72,7823.67,88,24
CUST_00492,LOW_RELIABILITY,0.38,710.94,68,42
CUST_00493,LOW_RELIABILITY,0.56,3569.34,21,9
CUST_00494,MEDIUM_RELIABILITY,0.8,4630.86,80,15
CUST_00495,HIGH_RELIABILITY,0.91,12467.43,17,1
CUST_00496,LOW_RELIABILITY,0.58,4923.94,61,25
CUST_00497,HIGH_RELIABILITY,0.91,9263.23,63,5
CUST_00498,HIGH_RELIABILITY,0.92,2282.15,23,1
CUST_00499,MEDIUM_RELIABILITY,0.85,1799.78,88,13
CUST_00500,LOW_RELIABILITY,0.63,3232.84,14,5
CUST_00501,MEDIUM_RELIABILITY,0.69,5648.06,38,11
CUST_00502,HIGH_RELIABILITY,0.98,11251.15,93,1
CUST_00503,MEDIUM_RELIABILITY,0.83,6758.44,15,2
CUST_00504,LOW_RELIABILITY,0.55,5974.53,91,40
CUST_00505,LOW_RELIABILITY,0.42,3528.09,53,30
CUST_00506,LOW_RELIABILITY,0.41,6916.14,85,50
CUST_00507,MEDIUM_RELIABILITY,0.86,874.55,67,9
CUST_00508,LOW_RELIABILITY,0.55,6491.69,9,4
CUST_00509,MEDIUM_RELIABILITY,0.69,5895.48,35,10
CUST_00510,MEDIUM_RELIABILITY,0.85,822.49,41,6
CUST_00511,LOW_RELIABILITY,0.55,2221.97,100,44
CUST_00512,HIGH_RELIABILITY,0.98,14594.82,17,0
CUST_00513,MEDIUM_RELIABILITY,0.86,5005.04,95,13
CUST_00514,LOW_RELIABILITY,0.6,5942.94,61,24
CUST_00515,HIGH_RELIABILITY,0.92,12604.82,43,3
CUST_00516,LOW_RELIABILITY,0.36,4254.64,10,6
CUST_00517,HIGH_RELIABILITY,0.91,2687.94,12,1
CUST_00518,HIGH_RELIABILITY,0.89,10748.04,52,5
CUST_00519,MEDIUM_RELIABILITY,0.72,7385.28,36,10
CUST_00520,MEDIUM_RELIABILITY,0.66,3495.26,77,26
CUST_00521,MEDIUM_RELIABILITY,0.77,8011.87,28,6
CUST_00522,HIGH_RELIABILITY,0.92,9762.48,15,1
CUST_00523,MEDIUM_RELIABILITY,0.84,6350.7,53,8
CUST_00524,MEDIUM_RELIABILITY,0.7,731.81,35,10
CUST_00525,MEDIUM_RELIABILITY,0.84,702.06,79,12
CUST_00526,HIGH_RELIABILITY,0.98,8405.12,64,1
CUST_00527,MEDIUM_RELIABILITY,0.86,8088.44,63,8
CUST_00528,HIGH_RELIABILITY,0.99,5909.97,6,0
CUST_00529,LOW_RELIABILITY,0.57,2933.13,64,27
CUST_00530,LOW_RELIABILITY,0.49,4467.04,91,46
CUST_00531,MEDIUM_RELIABILITY,0.84,9848.79,14,2
CUST_00532,MEDIUM_RELIABILITY,0.82,4468.78,49,8
CUST_00533,LOW_RELIABILITY,0.47,5215.56,43,22
CUST_00534,MEDIUM_RELIABILITY,0.7,1549.5,59,17
CUST_00535,MEDIUM_RELIABILITY,0.73,3228.77,63,17
CUST_00536,LOW_RELIABILITY,0.44,1788.53,30,16
CUST_00537,LOW_RELIABILITY,0.36,321.54,66,42
CUST_00538,HIGH_RELIABILITY,0.99,6988.82,53,0
CUST_00539,MEDIUM_RELIABILITY,0.73,6956.65,78,21
CUST_00540,HIGH_RELIABILITY,0.9,14299.46,94,9
CUST_00541,HIGH_RELIABILITY,0.97,2251.75,89,2
CUST_00542,MEDIUM_RELIABILITY,0.74,8851.62,6,1
CUST_00543,MEDIUM_RELIABILITY,0.86,4940.31,92,12
CUST_00544,MEDIUM_RELIABILITY,0.78,2086.82,11,2
CUST_00545,LOW_RELIABILITY,0.64,1775.37,100,36
CUST_00546,MEDIUM_RELIABILITY,0.86,6671.64,41,5
CUST_00547,MEDIUM_RELIABILITY,0.78,5370.54,34,7
CUST_00548,MEDIUM_RELIABILITY,0.7,2177.02,50,15
CUST_00549,HIGH_RELIABILITY,0.9,3610.14,29,2
CUST_00550,MEDIUM_RELIABILITY,0.82,3826.19,91,16
CUST_00551,MEDIUM_RELIABILITY,0.66,9706.47,89,30
CUST_00552,MEDIUM_RELIABILITY,0.84,9313.65,22,3
CUST_00553,MEDIUM_RELIABILITY,0.87,2152.0,85,11
CUST_00554,MEDIUM_RELIABILITY,0.74,7703.27,44,11
CUST_00555,MEDIUM_RELIABILITY,0.8,1962.01,9,1
CUST_00556,MEDIUM_RELIABILITY,0.83,2632.19,98,16
CUST_00557,HIGH_RELIABILITY,0.9,8517.64,42,4
CUST_00558,HIGH_RELIABILITY,0.95,9121.21,58,2
CUST_00559,HIGH_RELIABILITY,0.89,13284.45,21,2
CUST_00560,MEDIUM_RELIABILITY,0.71,1730.39,51,14
CUST_00561,MEDIUM_RELIABILITY,0.85,9578.69,39,5
CUST_00562,LOW_RELIABILITY,0.6,5704.71,37,14
CUST_00563,LOW_RELIABILITY,0.54,3945.83,66,30
CUST_00564,LOW_RELIABILITY,0.38,2977.48,42,26
CUST_00565,MEDIUM_RELIABILITY,0.73,2967.66,48,12
CUST_00566,LOW_RELIABILITY,0.56,3571.95,64,28
CUST_00567,LOW_RELIABILITY,0.37,1697.25,23,14
CUST_00568,MEDIUM_RELIABILITY,0.8,1223.24,33,6
CUST_00569,LOW_RELIABILITY,0.6,3567.0,97,38
CUST_00570,MEDIUM_RELIABILITY,0.76,6127.87,55,13
CUST_00571,LOW_RELIABILITY,0.59,2565.1,76,31
CUST_00572,MEDIUM_RELIABILITY,0.8,5874.45,55,10
CUST_00573,HIGH_RELIABILITY,0.91,13300.82,73,6
CUST_00574,HIGH_RELIABILITY,0.97,10218.33,52,1
CUST_00575,MEDIUM_RELIABILITY,0.84,8739.29,91,14
CUST_00576,HIGH_RELIABILITY,0.96,12718.19,53,2
CUST_00577,LOW_RELIABILITY,0.55,4824.96,52,23
CUST_00578,HIGH_RELIABILITY,0.95,11538.03,34,1
CUST_00579,MEDIUM_RELIABILITY,0.68,8868.27,84,26
CUST_00580,LOW_RELIABILITY,0.6,398.88,76,30
CUST_00581,HIGH_RELIABILITY,0.97,2804.18,83,2
CUST_00582,HIGH_RELIABILITY,0.92,11409.12,13,1
CUST_00583,MEDIUM_RELIABILITY,0.69,8270.69,64,19
CUST_00584,LOW_RELIABILITY,0.59,3650.78,43,17
CUST_00585,MEDIUM_RELIABILITY,0.65,3226.86,19,6
CUST_00586,HIGH_RELIABILITY,0.95,14736.61,9,0
CUST_00587,HIGH_RELIABILITY,0.95,4637.25,68,3
CUST_00588,HIGH_RELIABILITY,0.95,8559.8,35,1
CUST_00589,LOW_RELIABILITY,0.58,927.47,22,9
CUST_00590,MEDIUM_RELIABILITY,0.82,5642.03,52,9
CUST_00591,MEDIUM_RELIABILITY,0.86,3747.79,100,14
CUST_00592,MEDIUM_RELIABILITY,0.79,9354.27,74,15
CUST_00593,MEDIUM_RELIABILITY,0.67,9403.67,100,32
CUST_00594,MEDIUM_RELIABILITY,0.8,1144.45,58,11
CUST_00595,MEDIUM_RELIABILITY,0.72,7227.63,67,18
CUST_00596,MEDIUM_RELIABILITY,0.66,6030.62,40,13
CUST_00597,HIGH_RELIABILITY,0.92,9692.82,52,4
CUST_00598,HIGH_RELIABILITY,0.89,13201.52,61,6
CUST_00599,LOW_RELIABILITY,0.63,6788.37,51,18
CUST_00600,HIGH_RELIABILITY,0.96,2821.21,92,3
CUST_00601,MEDIUM_RELIABILITY,0.82,733.58,87,15
CUST_00602,MEDIUM_RELIABILITY,0.65,3574.3,55,19
CUST_00603,HIGH_RELIABILITY,0.93,11785.7,20,1
CUST_00604,LOW_RELIABILITY,0.55,3232.14,63,28
CUST_00605,HIGH_RELIABILITY,0.91,14959.74,32,2
CUST_00606,MEDIUM_RELIABILITY,0.74,4788.18,81,21
CUST_00607,LOW_RELIABILITY,0.4,5604.7,11,6
CUST_00608,MEDIUM_RELIABILITY,0.8,2597.31,36,7
CUST_00609,LOW_RELIABILITY,0.37,4827.4,77,48
CUST_00610,HIGH_RELIABILITY,0.95,4825.63,75,3
CUST_00611,HIGH_RELIABILITY,0.98,3114.81,32,0
CUST_00612,LOW_RELIABILITY,0.48,6616.59,34,17
CUST_00613,HIGH_RELIABILITY,0.93,9939.36,23,1
CUST_00614,MEDIUM_RELIABILITY,0.74,3105.04,81,21
CUST_00615,HIGH_RELIABILITY,0.99,6730.68,23,0
CUST_00616,LOW_RELIABILITY,0.61,1763.69,74,28
CUST_00617,HIGH_RELIABILITY,0.9,1435.88,27,2
CUST_00618,HIGH_RELIABILITY,0.95,6159.37,8,0
CUST_00619,HIGH_RELIABILITY,0.98,7624.94,50,1
CUST_00620,MEDIUM_RELIABILITY,0.86,2262.49,35,4
CUST_00621,MEDIUM_RELIABILITY,0.84,7877.67,7,1
CUST_00622,HIGH_RELIABILITY,0.96,12826.97,11,0
CUST_00623,HIGH_RELIABILITY,0.96,9767.08,58,2
CUST_00624,MEDIUM_RELIABILITY,0.68,809.0,100,31
CUST_00625,HIGH_RELIABILITY,0.98,9633.1,62,1
CUST_00626,MEDIUM_RELIABILITY,0.83,5074.46,70,11
CUST_00627,MEDIUM_RELIABILITY,0.68,1689.27,62,19
CUST_00628,MEDIUM_RELIABILITY,0.8,4587.91,83,16
CUST_00629,HIGH_RELIABILITY,0.9,7882.32,89,8
CUST_00630,MEDIUM_RELIABILITY,0.66,6028.73,63,21
CUST_00631,MEDIUM_RELIABILITY,0.71,8076.81,8,2
CUST_00632,HIGH_RELIABILITY,0.91,7373.08,66,5
CUST_00633,LOW_RELIABILITY,0.35,692.64,59,38
CUST_00634,MEDIUM_RELIABILITY,0.74,5059.42,67,17
CUST_00635,MEDIUM_RELIABILITY,0.78,3270.79,61,13
CUST_00636,HIGH_RELIABILITY,0.96,13041.71,15,0
CUST_00637,HIGH_RELIABILITY,0.97,1554.66,23,0
CUST_00638,HIGH_RELIABILITY,0.93,2469.02,40,2
CUST_00639,MEDIUM_RELIABILITY,0.7,9873.29,79,23
CUST_00640,MEDIUM_RELIABILITY,0.68,5239.44,46,14
CUST_00641,MEDIUM_RELIABILITY,0.79,7173.42,81,17
CUST_00642,MEDIUM_RELIABILITY,0.77,592.82,63,14
CUST_00643,MEDIUM_RELIABILITY,0.72,5418.26,60,16
CUST_00644,HIGH_RELIABILITY,0.89,5908.78,94,10
CUST_00645,HIGH_RELIABILITY,0.88,2100.1,88,10
CUST_00646,MEDIUM_RELIABILITY,0.74,1760.8,75,19
CUST_00647,MEDIUM_RELIABILITY,0.77,7049.92,32,7
CUST_00648,MEDIUM_RELIABILITY,0.83,2401.43,34,5
CUST_00649,MEDIUM_RELIABILITY,0.69,1493.39,63,19
CUST_00650,MEDIUM_RELIABILITY,0.79,7211.52,98,20
CUST_00651,HIGH_RELIABILITY,0.88,14106.97,59,7
CUST_00652,HIGH_RELIABILITY,0.89,8578.15,37,4
CUST_00653,MEDIUM_RELIABILITY,0.81,8774.21,24,4
CUST_00654,MEDIUM_RELIABILITY,0.81,8116.42,65,12
CUST_00655,HIGH_RELIABILITY,0.92,12407.55,15,1
CUST_00656,HIGH_RELIABILITY,0.89,13527.43,17,1
CUST_00657,MEDIUM_RELIABILITY,0.77,8264.33,52,11
CUST_00658,LOW_RELIABILITY,0.48,4576.33,76,39
CUST_00659,HIGH_RELIABILITY,0.94,11242.25,76,4
CUST_00660,MEDIUM_RELIABILITY,0.67,1073.34,90,29
CUST_00661,HIGH_RELIABILITY,0.91,3233.63,50,4
CUST_00662,LOW_RELIABILITY,0.6,1690.66,59,23
CUST_00663,LOW_RELIABILITY,0.63,2490.89,97,35
CUST_00664,HIGH_RELIABILITY,0.9,12055.78,41,4
CUST_00665,MEDIUM_RELIABILITY,0.79,5232.86,50,10
CUST_00666,HIGH_RELIABILITY,0.94,11068.82,69,4
CUST_00667,HIGH_RELIABILITY,0.91,14948.67,89,8
CUST_00668,MEDIUM_RELIABILITY,0.86,6678.09,18,2
CUST_00669,MEDIUM_RELIABILITY,0.69,6962.17,76,23
CUST_00670,MEDIUM_RELIABILITY,0.67,791.2,40,13
CUST_00671,MEDIUM_RELIABILITY,0.71,4894.92,59,17
CUST_00672,LOW_RELIABILITY,0.6,5144.75,84,33
CUST_00673,MEDIUM_RELIABILITY,0.81,4542.19,87,16
CUST_00674,MEDIUM_RELIABILITY,0.73,4024.87,82,22
CUST_00675,LOW_RELIABILITY,0.64,472.74,93,33
CUST_00676,HIGH_RELIABILITY,0.98,9101.46,28,0
CUST_00677,HIGH_RELIABILITY,0.93,11153.61,44,3
CUST_00678,LOW_RELIABILITY,0.49,6139.28,49,24
CUST_00679,HIGH_RELIABILITY,0.98,6904.09,23,0
CUST_00680,MEDIUM_RELIABILITY,0.71,6127.33,56,16
CUST_00681,HIGH_RELIABILITY,0.98,3949.27,99,1
CUST_00682,MEDIUM_RELIABILITY,0.79,6499.82,8,1
CUST_00683,HIGH_RELIABILITY,0.96,2841.95,72,2
CUST_00684,HIGH_RELIABILITY,0.96,13726.46,58,2
CUST_00685,MEDIUM_RELIABILITY,0.69,2756.66,25,7
CUST_00686,MEDIUM_RELIABILITY,0.86,2219.28,97,13
CUST_00687,HIGH_RELIABILITY,0.97,7891.89,77,2
CUST_00688,MEDIUM_RELIABILITY,0.7,8772.12,11,3
CUST_00689,HIGH_RELIABILITY,0.93,8207.44,84,5
CUST_00690,HIGH_RELIABILITY,0.92,9301.31,15,1
CUST_00691,HIGH_RELIABILITY,0.9,6475.14,89,8
CUST_00692,MEDIUM_RELIABILITY,0.86,2952.27,82,11
CUST_00693,MEDIUM_RELIABILITY,0.79,3589.31,39,8
CUST_00694,HIGH_RELIABILITY,0.97,2832.23,70,2
CUST_00695,HIGH_RELIABILITY,0.99,7353.05,60,0
CUST_00696,HIGH_RELIABILITY,0.91,2028.95,91,8
CUST_00697,MEDIUM_RELIABILITY,0.69,5437.85,67,20
CUST_00698,MEDIUM_RELIABILITY,0.72,8374.39,44,12
CUST_00699,HIGH_RELIABILITY,0.93,4482.0,55,3
CUST_00700,LOW_RELIABILITY,0.53,5006.09,12,5
CUST_00701,HIGH_RELIABILITY,0.9,3346.67,43,4
CUST_00702,LOW_RELIABILITY,0.36,5207.53,22,14
CUST_00703,MEDIUM_RELIABILITY,0.8,5008.99,42,8
CUST_00704,HIGH_RELIABILITY,0.97,12279.38,5,0
CUST_00705,MEDIUM_RELIABILITY,0.78,8748.58,60,13
CUST_00706,HIGH_RELIABILITY,0.9,2566.87,53,5
CUST_00707,MEDIUM_RELIABILITY,0.71,1042.33,34,9
CUST_00708,MEDIUM_RELIABILITY,0.77,9397.75,90,20
CUST_00709,LOW_RELIABILITY,0.36,1030.35,14,8
CUST_00710,MEDIUM_RELIABILITY,0.75,9371.81,99,24
CUST_00711,HIGH_RELIABILITY,0.91,8101.29,7,0
CUST_00712,MEDIUM_RELIABILITY,0.66,1909.26,14,4
CUST_00713,LOW_RELIABILITY,0.64,6762.81,78,28
CUST_00714,MEDIUM_RELIABILITY,0.65,9542.21,56,19
CUST_00715,MEDIUM_RELIABILITY,0.79,8745.22,58,12
CUST_00716,HIGH_RELIABILITY,0.93,8218.34,56,3
CUST_00717,HIGH_RELIABILITY,0.93,10336.1,46,3
CUST_00718,HIGH_RELIABILITY,0.9,1419.63,84,8
CUST_00719,MEDIUM_RELIABILITY,0.72,7194.47,93,26
CUST_00720,LOW_RELIABILITY,0.41,4779.34,16,9
CUST_00721,MEDIUM_RELIABILITY,0.86,1392.06,18,2
CUST_00722,HIGH_RELIABILITY,0.95,7212.5,80,4
CUST_00723,MEDIUM_RELIABILITY,0.84,2182.92,15,2
CUST_00724,MEDIUM_RELIABILITY,0.8,8462.1,44,8
CUST_00725,MEDIUM_RELIABILITY,0.86,6990.86,33,4
CUST_00726,HIGH_RELIABILITY,0.93,9649.86,26,1
CUST_00727,HIGH_RELIABILITY,0.98,8988.54,86,1
CUST_00728,HIGH_RELIABILITY,0.88,14033.28,70,8
CUST_00729,HIGH_RELIABILITY,0.96,10471.19,49,1
CUST_00730,MEDIUM_RELIABILITY,0.7,6759.41,87,26
CUST_00731,LOW_RELIABILITY,0.46,4628.38,35,18
CUST_00732,HIGH_RELIABILITY,0.89,10209.83,37,4
CUST_00733,HIGH_RELIABILITY,0.99,1674.97,82,0
CUST_00734,HIGH_RELIABILITY,0.99,6696.71,88,0
CUST_00735,HIGH_RELIABILITY,0.98,11953.4,85,1
CUST_00736,MEDIUM_RELIABILITY,0.77,7515.27,77,17
CUST_00737,MEDIUM_RELIABILITY,0.84,4339.33,62,9
CUST_00738,MEDIUM_RELIABILITY,0.72,6842.14,77,21
CUST_00739,MEDIUM_RELIABILITY,0.83,7741.71,84,14
CUST_00740,HIGH_RELIABILITY,0.97,7098.17,85,2
CUST_00741,HIGH_RELIABILITY,0.97,2682.93,61,1
CUST_00742,HIGH_RELIABILITY,0.94,1080.62,61,3
CUST_00743,MEDIUM_RELIABILITY,0.72,3981.38,40,11
CUST_00744,MEDIUM_RELIABILITY,0.74,7106.94,50,13
CUST_00745,MEDIUM_RELIABILITY,0.74,4762.59,44,11
CUST_00746,MEDIUM_RELIABILITY,0.7,4045.89,9,2
CUST_00747,HIGH_RELIABILITY,0.9,2024.74,41,4
CUST_00748,HIGH_RELIABILITY,0.95,10354.98,16,0
CUST_00749,MEDIUM_RELIABILITY,0.79,4903.19,69,14
CUST_00750,MEDIUM_RELIABILITY,0.73,8701.67,79,21
CUST_00751,MEDIUM_RELIABILITY,0.76,5052.23,99,23
CUST_00752,LOW_RELIABILITY,0.36,2520.49,62,39
CUST_00753,LOW_RELIABILITY,0.46,2911.99,78,42
CUST_00754,MEDIUM_RELIABILITY,0.78,5569.22,46,10
CUST_00755,MEDIUM_RELIABILITY,0.78,7766.39,69,15
CUST_00756,HIGH_RELIABILITY,0.97,11053.72,12,0
CUST_00757,MEDIUM_RELIABILITY,0.86,673.21,48,6
CUST_00758,LOW_RELIABILITY,0.41,251.43,15,8
CUST_00759,MEDIUM_RELIABILITY,0.79,9031.29,27,5
CUST_00760,HIGH_RELIABILITY,0.91,13978.48,95,8
CUST_00761,MEDIUM_RELIABILITY,0.66,9377.14,61,20
CUST_00762,MEDIUM_RELIABILITY,0.73,1463.5,83,22
CUST_00763,HIGH_RELIABILITY,0.93,4594.87,52,3
CUST_00764,LOW_RELIABILITY,0.43,2289.57,54,30
CUST_00765,MEDIUM_RELIABILITY,0.83,5622.03,48,8
CUST_00766,MEDIUM_RELIABILITY,0.72,6298.17,11,3
CUST_00767,MEDIUM_RELIABILITY,0.81,3089.93,87,16
CUST_00768,HIGH_RELIABILITY,0.93,2706.41,47,3
CUST_00769,HIGH_RELIABILITY,0.9,10535.65,91,9
CUST_00770,MEDIUM_RELIABILITY,0.69,5489.05,37,11
CUST_00771,MEDIUM_RELIABILITY,0.81,1515.33,89,16
CUST_00772,LOW_RELIABILITY,0.51,1944.63,82,40
CUST_00773,LOW_RELIABILITY,0.63,3488.11,47,17
CUST_00774,HIGH_RELIABILITY,0.97,8703.17,89,2
CUST_00775,HIGH_RELIABILITY,0.88,9864.12,49,5
CUST_00776,HIGH_RELIABILITY,0.98,9422.57,88,1
CUST_00777,MEDIUM_RELIABILITY,0.83,8899.96,55,9
CUST_00778,HIGH_RELIABILITY,0.91,3968.63,95,8
CUST_00779,LOW_RELIABILITY,0.53,2994.99,44,20
CUST_00780,MEDIUM_RELIABILITY,0.83,9050.22,87,14
CUST_00781,MEDIUM_RELIABILITY,0.73,2750.27,21,5
CUST_00782,MEDIUM_RELIABILITY,0.82,3110.66,99,17
CUST_00783,LOW_RELIABILITY,0.59,3081.42,72,29
CUST_00784,HIGH_RELIABILITY,0.95,2337.49,90,4
CUST_00785,MEDIUM_RELIABILITY,0.79,4791.79,51,10
CUST_00786,HIGH_RELIABILITY,0.94,3352.2,44,2
CUST_00787,HIGH_RELIABILITY,0.96,13079.16,32,1
CUST_00788,HIGH_RELIABILITY,0.9,2340.0,67,6
CUST_00789,HIGH_RELIABILITY,0.88,9987.6,22,2
CUST_00790,HIGH_RELIABILITY,0.95,8653.76,42,2
CUST_00791,LOW_RELIABILITY,0.42,2858.16,17,9
CUST_00792,MEDIUM_RELIABILITY,0.78,5219.29,74,16
CUST_00793,LOW_RELIABILITY,0.64,1127.79,72,25
CUST_00794,HIGH_RELIABILITY,0.96,6660.46,48,1
CUST_00795,LOW_RELIABILITY,0.47,5079.66,84,44
CUST_00796,HIGH_RELIABILITY,0.96,14877.58,53,2
CUST_00797,HIGH_RELIABILITY,0.89,2457.54,28,3
CUST_00798,LOW_RELIABILITY,0.56,4133.03,84,36
CUST_00799,LOW_RELIABILITY,0.43,740.05,26,14
CUST_00800,MEDIUM_RELIABILITY,0.67,8994.81,10,3
CUST_00801,MEDIUM_RELIABILITY,0.69,3572.03,91,28
CUST_00802,MEDIUM_RELIABILITY,0.7,3872.46,61,18
CUST_00803,MEDIUM_RELIABILITY,0.67,5431.07,100,32
CUST_00804,MEDIUM_RELIABILITY,0.66,8103.39,34,11
CUST_00805,MEDIUM_RELIABILITY,0.7,5630.11,44,13
CUST_00806,LOW_RELIABILITY,0.61,4625.97,65,25
CUST_00807,LOW_RELIABILITY,0.5,2405.47,29,14
CUST_00808,MEDIUM_RELIABILITY,0.72,6860.13,78,21
CUST_00809,LOW_RELIABILITY,0.64,4700.51,64,23
CUST_00810,MEDIUM_RELIABILITY,0.77,7441.18,53,12
CUST_00811,MEDIUM_RELIABILITY,0.75,1071.35,58,14
CUST_00812,LOW_RELIABILITY,0.51,6711.85,30,14
CUST_00813,LOW_RELIABILITY,0.4,4892.03,22,13
CUST_00814,LOW_RELIABILITY,0.41,3843.63,11,6
CUST_00815,MEDIUM_RELIABILITY,0.67,4778.52,52,17
CUST_00816,MEDIUM_RELIABILITY,0.82,3801.93,18,3
CUST_00817,MEDIUM_RELIABILITY,0.8,8056.77,71,14
CUST_00818,LOW_RELIABILITY,0.62,1795.57,41,15
CUST_00819,HIGH_RELIABILITY,0.92,3133.82,25,1
CUST_00820,HIGH_RELIABILITY,0.99,13978.01,70,0
CUST_00821,HIGH_RELIABILITY,0.94,12788.47,60,3
CUST_00822,HIGH_RELIABILITY,0.94,9730.2,33,1
CUST_00823,LOW_RELIABILITY,0.38,5335.84,49,30
CUST_00824,LOW_RELIABILITY,0.39,5817.26,58,35
CUST_00825,HIGH_RELIABILITY,0.97,10922.43,69,2
CUST_00826,MEDIUM_RELIABILITY,0.66,3379.72,54,18
CUST_00827,LOW_RELIABILITY,0.43,2648.93,52,29
CUST_00828,HIGH_RELIABILITY,0.89,14117.41,45,4
