transaction_id,customer_id,customer_segment,historical_success_rate,average_transaction_amount,amount,payment_method,transaction_hour,failure_reason,retry_count,strategy_id,strategy_name,action,delay_hours,ground_truth_probability,recovered,recovered_amount,recovery_cost,customer_friction
TXN_0001815,CUST_00180,LOW_RELIABILITY,0.62,4113.22,3248.0,WALLET,11,TEMPORARY_BANK_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.767,1,3248.0,1.99,0.18
TXN_0001815,CUST_00180,LOW_RELIABILITY,0.62,4113.22,3248.0,WALLET,11,TEMPORARY_BANK_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.432,1,3248.0,8.04,0.53
TXN_0001815,CUST_00180,LOW_RELIABILITY,0.62,4113.22,3248.0,WALLET,11,TEMPORARY_BANK_ERROR,1,WAIT,Wait,WAIT,12.0,0.5866,0,0.0,0.0,0.13
TXN_0001816,CUST_00180,LOW_RELIABILITY,0.62,4113.22,4405.67,UPI,16,INSUFFICIENT_FUNDS,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.4851,0,0.0,2.11,0.15
TXN_0001816,CUST_00180,LOW_RELIABILITY,0.62,4113.22,4405.67,UPI,16,INSUFFICIENT_FUNDS,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7444,0,0.0,1.92,0.1
TXN_0001816,CUST_00180,LOW_RELIABILITY,0.62,4113.22,4405.67,UPI,16,INSUFFICIENT_FUNDS,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6736,0,0.0,8.22,0.45
TXN_0001816,CUST_00180,LOW_RELIABILITY,0.62,4113.22,4405.67,UPI,16,INSUFFICIENT_FUNDS,0,WAIT,Wait,WAIT,12.0,0.6921,1,4405.67,0.0,0.05
TXN_0001819,CUST_00180,LOW_RELIABILITY,0.62,4113.22,3985.8,UPI,12,NETWORK_TIMEOUT,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.7663,1,3985.8,2.25,0.15
TXN_0001819,CUST_00180,LOW_RELIABILITY,0.62,4113.22,3985.8,UPI,12,NETWORK_TIMEOUT,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7821,1,3985.8,1.76,0.1
TXN_0001819,CUST_00180,LOW_RELIABILITY,0.62,4113.22,3985.8,UPI,12,NETWORK_TIMEOUT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7061,1,3985.8,8.09,0.45
TXN_0001819,CUST_00180,LOW_RELIABILITY,0.62,4113.22,3985.8,UPI,12,NETWORK_TIMEOUT,0,WAIT,Wait,WAIT,12.0,0.6529,0,0.0,0.0,0.05
TXN_0001820,CUST_00180,LOW_RELIABILITY,0.62,4113.22,2146.62,UPI,2,INSUFFICIENT_FUNDS,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.3637,0,0.0,1.9,0.15
TXN_0001820,CUST_00180,LOW_RELIABILITY,0.62,4113.22,2146.62,UPI,2,INSUFFICIENT_FUNDS,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.787,1,2146.62,2.02,0.1
TXN_0001820,CUST_00180,LOW_RELIABILITY,0.62,4113.22,2146.62,UPI,2,INSUFFICIENT_FUNDS,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5433,1,2146.62,7.84,0.45
TXN_0001820,CUST_00180,LOW_RELIABILITY,0.62,4113.22,2146.62,UPI,2,INSUFFICIENT_FUNDS,0,WAIT,Wait,WAIT,12.0,0.6441,0,0.0,0.0,0.05
TXN_0001822,CUST_00181,HIGH_RELIABILITY,0.92,10006.04,17239.19,UPI,11,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.8723,1,17239.19,3.29,0.15
TXN_0001822,CUST_00181,HIGH_RELIABILITY,0.92,10006.04,17239.19,UPI,11,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.9078,1,17239.19,3.45,0.1
TXN_0001822,CUST_00181,HIGH_RELIABILITY,0.92,10006.04,17239.19,UPI,11,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.8,1,17239.19,9.33,0.45
TXN_0001822,CUST_00181,HIGH_RELIABILITY,0.92,10006.04,17239.19,UPI,11,TEMPORARY_BANK_ERROR,0,WAIT,Wait,WAIT,12.0,0.8372,1,17239.19,1.37,0.05
TXN_0001829,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,10605.28,NET_BANKING,20,AUTHENTICATION_FAILURE,3,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5057,0,0.0,3.71,0.39
TXN_0001829,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,10605.28,NET_BANKING,20,AUTHENTICATION_FAILURE,3,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.5026,0,0.0,3.46,0.34
TXN_0001829,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,10605.28,NET_BANKING,20,AUTHENTICATION_FAILURE,3,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.58,0,0.0,9.26,0.69
TXN_0001829,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,10605.28,NET_BANKING,20,AUTHENTICATION_FAILURE,3,WAIT,Wait,WAIT,12.0,0.5074,1,10605.28,1.54,0.29
TXN_0001830,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,8389.89,WALLET,12,AUTHENTICATION_FAILURE,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.652,1,8389.89,2.54,0.15
TXN_0001830,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,8389.89,WALLET,12,AUTHENTICATION_FAILURE,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6771,1,8389.89,2.45,0.1
TXN_0001830,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,8389.89,WALLET,12,AUTHENTICATION_FAILURE,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.8116,1,8389.89,8.39,0.45
TXN_0001830,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,8389.89,WALLET,12,AUTHENTICATION_FAILURE,0,WAIT,Wait,WAIT,12.0,0.6132,0,0.0,0.6,0.05
TXN_0001835,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,3827.82,UPI,17,TEMPORARY_BANK_ERROR,2,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.7443,1,3827.82,1.94,0.31
TXN_0001835,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,3827.82,UPI,17,TEMPORARY_BANK_ERROR,2,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.783,1,3827.82,2.02,0.26
TXN_0001835,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,3827.82,UPI,17,TEMPORARY_BANK_ERROR,2,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5561,1,3827.82,8.17,0.61
TXN_0001835,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,3827.82,UPI,17,TEMPORARY_BANK_ERROR,2,WAIT,Wait,WAIT,12.0,0.5497,0,0.0,0.15,0.21
TXN_0001836,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,5861.01,UPI,23,USER_ABANDONMENT,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.4808,1,5861.01,2.66,0.23
TXN_0001836,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,5861.01,UPI,23,USER_ABANDONMENT,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.5305,1,5861.01,2.72,0.18
TXN_0001836,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,5861.01,UPI,23,USER_ABANDONMENT,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7811,0,0.0,8.42,0.53
TXN_0001836,CUST_00182,MEDIUM_RELIABILITY,0.75,5683.36,5861.01,UPI,23,USER_ABANDONMENT,1,WAIT,Wait,WAIT,12.0,0.3955,0,0.0,0.69,0.13
TXN_0001846,CUST_00183,MEDIUM_RELIABILITY,0.86,4167.98,6650.62,CARD,9,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6825,1,6650.62,2.42,0.15
TXN_0001846,CUST_00183,MEDIUM_RELIABILITY,0.86,4167.98,6650.62,CARD,9,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.8579,1,6650.62,2.45,0.1
TXN_0001846,CUST_00183,MEDIUM_RELIABILITY,0.86,4167.98,6650.62,CARD,9,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6969,1,6650.62,8.54,0.45
TXN_0001846,CUST_00183,MEDIUM_RELIABILITY,0.86,4167.98,6650.62,CARD,9,TEMPORARY_BANK_ERROR,0,WAIT,Wait,WAIT,12.0,0.7539,1,6650.62,0.65,0.05
TXN_0001848,CUST_00183,MEDIUM_RELIABILITY,0.86,4167.98,3493.77,UPI,6,TECHNICAL_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.8085,0,0.0,1.82,0.15
TXN_0001848,CUST_00183,MEDIUM_RELIABILITY,0.86,4167.98,3493.77,UPI,6,TECHNICAL_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.8706,1,3493.77,1.88,0.1
TXN_0001848,CUST_00183,MEDIUM_RELIABILITY,0.86,4167.98,3493.77,UPI,6,TECHNICAL_ERROR,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6907,0,0.0,8.09,0.45
TXN_0001848,CUST_00183,MEDIUM_RELIABILITY,0.86,4167.98,3493.77,UPI,6,TECHNICAL_ERROR,0,WAIT,Wait,WAIT,12.0,0.6351,0,0.0,0.0,0.05
TXN_0001850,CUST_00184,HIGH_RELIABILITY,0.99,13674.91,16791.48,UPI,16,NETWORK_TIMEOUT,2,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.8394,1,16791.48,3.6,0.31
TXN_0001850,CUST_00184,HIGH_RELIABILITY,0.99,13674.91,16791.48,UPI,16,NETWORK_TIMEOUT,2,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7814,1,16791.48,3.35,0.26
TXN_0001850,CUST_00184,HIGH_RELIABILITY,0.99,13674.91,16791.48,UPI,16,NETWORK_TIMEOUT,2,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6103,0,0.0,9.69,0.61
TXN_0001850,CUST_00184,HIGH_RELIABILITY,0.99,13674.91,16791.48,UPI,16,NETWORK_TIMEOUT,2,WAIT,Wait,WAIT,12.0,0.7052,1,16791.48,1.7,0.21
TXN_0001857,CUST_00185,LOW_RELIABILITY,0.41,671.66,611.89,CARD,6,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5625,1,611.89,1.96,0.15
TXN_0001857,CUST_00185,LOW_RELIABILITY,0.41,671.66,611.89,CARD,6,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6713,1,611.89,1.87,0.1
TXN_0001857,CUST_00185,LOW_RELIABILITY,0.41,671.66,611.89,CARD,6,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5977,1,611.89,8.09,0.45
TXN_0001857,CUST_00185,LOW_RELIABILITY,0.41,671.66,611.89,CARD,6,TEMPORARY_BANK_ERROR,0,WAIT,Wait,WAIT,12.0,0.5575,1,611.89,0.16,0.05
TXN_0001858,CUST_00185,LOW_RELIABILITY,0.41,671.66,1221.58,UPI,7,TECHNICAL_ERROR,2,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.4566,0,0.0,2.12,0.31
TXN_0001858,CUST_00185,LOW_RELIABILITY,0.41,671.66,1221.58,UPI,7,TECHNICAL_ERROR,2,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.5546,0,0.0,1.93,0.26
TXN_0001858,CUST_00185,LOW_RELIABILITY,0.41,671.66,1221.58,UPI,7,TECHNICAL_ERROR,2,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.3324,0,0.0,7.79,0.61
TXN_0001858,CUST_00185,LOW_RELIABILITY,0.41,671.66,1221.58,UPI,7,TECHNICAL_ERROR,2,WAIT,Wait,WAIT,12.0,0.4318,1,1221.58,0.25,0.21
TXN_0001859,CUST_00185,LOW_RELIABILITY,0.41,671.66,490.33,CARD,18,TEMPORARY_BANK_ERROR,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6166,1,490.33,2.18,0.23
TXN_0001859,CUST_00185,LOW_RELIABILITY,0.41,671.66,490.33,CARD,18,TEMPORARY_BANK_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.752,1,490.33,1.89,0.18
TXN_0001859,CUST_00185,LOW_RELIABILITY,0.41,671.66,490.33,CARD,18,TEMPORARY_BANK_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.616,1,490.33,7.96,0.53
TXN_0001859,CUST_00185,LOW_RELIABILITY,0.41,671.66,490.33,CARD,18,TEMPORARY_BANK_ERROR,1,WAIT,Wait,WAIT,12.0,0.425,0,0.0,0.0,0.13
TXN_0001861,CUST_00185,LOW_RELIABILITY,0.41,671.66,1206.72,CARD,9,USER_ABANDONMENT,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.3385,0,0.0,2.18,0.23
TXN_0001861,CUST_00185,LOW_RELIABILITY,0.41,671.66,1206.72,CARD,9,USER_ABANDONMENT,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.2462,0,0.0,1.85,0.18
TXN_0001861,CUST_00185,LOW_RELIABILITY,0.41,671.66,1206.72,CARD,9,USER_ABANDONMENT,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6788,1,1206.72,8.16,0.53
TXN_0001861,CUST_00185,LOW_RELIABILITY,0.41,671.66,1206.72,CARD,9,USER_ABANDONMENT,1,WAIT,Wait,WAIT,12.0,0.3012,0,0.0,0.03,0.13
TXN_0001863,CUST_00185,LOW_RELIABILITY,0.41,671.66,523.86,CARD,14,AUTHENTICATION_FAILURE,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.3575,0,0.0,2.13,0.23
TXN_0001863,CUST_00185,LOW_RELIABILITY,0.41,671.66,523.86,CARD,14,AUTHENTICATION_FAILURE,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.3972,1,523.86,1.88,0.18
TXN_0001863,CUST_00185,LOW_RELIABILITY,0.41,671.66,523.86,CARD,14,AUTHENTICATION_FAILURE,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6957,0,0.0,7.91,0.53
TXN_0001863,CUST_00185,LOW_RELIABILITY,0.41,671.66,523.86,CARD,14,AUTHENTICATION_FAILURE,1,WAIT,Wait,WAIT,12.0,0.3693,1,523.86,0.09,0.13
TXN_0001865,CUST_00185,LOW_RELIABILITY,0.41,671.66,897.54,UPI,5,INSUFFICIENT_FUNDS,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.4302,0,0.0,2.09,0.15
TXN_0001865,CUST_00185,LOW_RELIABILITY,0.41,671.66,897.54,UPI,5,INSUFFICIENT_FUNDS,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.747,0,0.0,2.04,0.1
TXN_0001865,CUST_00185,LOW_RELIABILITY,0.41,671.66,897.54,UPI,5,INSUFFICIENT_FUNDS,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.3984,0,0.0,8.13,0.45
TXN_0001865,CUST_00185,LOW_RELIABILITY,0.41,671.66,897.54,UPI,5,INSUFFICIENT_FUNDS,0,WAIT,Wait,WAIT,12.0,0.5177,0,0.0,0.0,0.05
TXN_0001867,CUST_00185,LOW_RELIABILITY,0.41,671.66,324.38,WALLET,15,AUTHENTICATION_FAILURE,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.4108,0,0.0,2.06,0.15
TXN_0001867,CUST_00185,LOW_RELIABILITY,0.41,671.66,324.38,WALLET,15,AUTHENTICATION_FAILURE,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.5477,1,324.38,2.12,0.1
TXN_0001867,CUST_00185,LOW_RELIABILITY,0.41,671.66,324.38,WALLET,15,AUTHENTICATION_FAILURE,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6842,1,324.38,8.17,0.45
TXN_0001867,CUST_00185,LOW_RELIABILITY,0.41,671.66,324.38,WALLET,15,AUTHENTICATION_FAILURE,0,WAIT,Wait,WAIT,12.0,0.3441,0,0.0,0.0,0.05
TXN_0001868,CUST_00185,LOW_RELIABILITY,0.41,671.66,528.69,UPI,3,USER_ABANDONMENT,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.308,0,0.0,1.99,0.15
TXN_0001868,CUST_00185,LOW_RELIABILITY,0.41,671.66,528.69,UPI,3,USER_ABANDONMENT,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.578,0,0.0,2.21,0.1
TXN_0001868,CUST_00185,LOW_RELIABILITY,0.41,671.66,528.69,UPI,3,USER_ABANDONMENT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6676,0,0.0,7.76,0.45
TXN_0001868,CUST_00185,LOW_RELIABILITY,0.41,671.66,528.69,UPI,3,USER_ABANDONMENT,0,WAIT,Wait,WAIT,12.0,0.2307,1,528.69,0.0,0.05
TXN_0001869,CUST_00185,LOW_RELIABILITY,0.41,671.66,508.49,UPI,6,NETWORK_TIMEOUT,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6535,1,508.49,2.02,0.15
TXN_0001869,CUST_00185,LOW_RELIABILITY,0.41,671.66,508.49,UPI,6,NETWORK_TIMEOUT,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7465,1,508.49,1.84,0.1
TXN_0001869,CUST_00185,LOW_RELIABILITY,0.41,671.66,508.49,UPI,6,NETWORK_TIMEOUT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5631,0,0.0,8.23,0.45
TXN_0001869,CUST_00185,LOW_RELIABILITY,0.41,671.66,508.49,UPI,6,NETWORK_TIMEOUT,0,WAIT,Wait,WAIT,12.0,0.3985,0,0.0,0.0,0.05
TXN_0001870,CUST_00185,LOW_RELIABILITY,0.41,671.66,650.91,CARD,23,NETWORK_TIMEOUT,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6788,0,0.0,2.03,0.15
TXN_0001870,CUST_00185,LOW_RELIABILITY,0.41,671.66,650.91,CARD,23,NETWORK_TIMEOUT,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.654,1,650.91,2.0,0.1
TXN_0001870,CUST_00185,LOW_RELIABILITY,0.41,671.66,650.91,CARD,23,NETWORK_TIMEOUT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.4341,0,0.0,8.21,0.45
TXN_0001870,CUST_00185,LOW_RELIABILITY,0.41,671.66,650.91,CARD,23,NETWORK_TIMEOUT,0,WAIT,Wait,WAIT,12.0,0.5416,1,650.91,0.0,0.05
TXN_0001871,CUST_00185,LOW_RELIABILITY,0.41,671.66,786.07,UPI,1,TEMPORARY_BANK_ERROR,2,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5281,0,0.0,1.9,0.31
TXN_0001871,CUST_00185,LOW_RELIABILITY,0.41,671.66,786.07,UPI,1,TEMPORARY_BANK_ERROR,2,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6499,0,0.0,2.01,0.26
TXN_0001871,CUST_00185,LOW_RELIABILITY,0.41,671.66,786.07,UPI,1,TEMPORARY_BANK_ERROR,2,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.4141,1,786.07,8.15,0.61
TXN_0001871,CUST_00185,LOW_RELIABILITY,0.41,671.66,786.07,UPI,1,TEMPORARY_BANK_ERROR,2,WAIT,Wait,WAIT,12.0,0.4198,0,0.0,0.09,0.21
TXN_0001874,CUST_00186,MEDIUM_RELIABILITY,0.67,673.11,959.57,CARD,14,USER_ABANDONMENT,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.4541,0,0.0,1.9,0.23
TXN_0001874,CUST_00186,MEDIUM_RELIABILITY,0.67,673.11,959.57,CARD,14,USER_ABANDONMENT,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.4903,0,0.0,1.75,0.18
TXN_0001874,CUST_00186,MEDIUM_RELIABILITY,0.67,673.11,959.57,CARD,14,USER_ABANDONMENT,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7415,0,0.0,8.08,0.53
TXN_0001874,CUST_00186,MEDIUM_RELIABILITY,0.67,673.11,959.57,CARD,14,USER_ABANDONMENT,1,WAIT,Wait,WAIT,12.0,0.3649,0,0.0,0.07,0.13
TXN_0001878,CUST_00186,MEDIUM_RELIABILITY,0.67,673.11,969.63,UPI,8,NETWORK_TIMEOUT,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.8045,1,969.63,2.11,0.15
TXN_0001878,CUST_00186,MEDIUM_RELIABILITY,0.67,673.11,969.63,UPI,8,NETWORK_TIMEOUT,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.7659,1,969.63,1.91,0.1
TXN_0001878,CUST_00186,MEDIUM_RELIABILITY,0.67,673.11,969.63,UPI,8,NETWORK_TIMEOUT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.6771,1,969.63,7.92,0.45
TXN_0001878,CUST_00186,MEDIUM_RELIABILITY,0.67,673.11,969.63,UPI,8,NETWORK_TIMEOUT,0,WAIT,Wait,WAIT,12.0,0.723,0,0.0,0.0,0.05
TXN_0001883,CUST_00187,HIGH_RELIABILITY,0.89,10562.09,20162.75,UPI,19,USER_ABANDONMENT,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6144,1,20162.75,3.3,0.23
TXN_0001883,CUST_00187,HIGH_RELIABILITY,0.89,10562.09,20162.75,UPI,19,USER_ABANDONMENT,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6834,0,0.0,3.45,0.18
TXN_0001883,CUST_00187,HIGH_RELIABILITY,0.89,10562.09,20162.75,UPI,19,USER_ABANDONMENT,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.8616,1,20162.75,9.31,0.53
TXN_0001883,CUST_00187,HIGH_RELIABILITY,0.89,10562.09,20162.75,UPI,19,USER_ABANDONMENT,1,WAIT,Wait,WAIT,12.0,0.5716,1,20162.75,1.25,0.13
TXN_0001897,CUST_00188,LOW_RELIABILITY,0.37,2369.03,2001.64,UPI,6,USER_ABANDONMENT,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.3285,0,0.0,1.88,0.15
TXN_0001897,CUST_00188,LOW_RELIABILITY,0.37,2369.03,2001.64,UPI,6,USER_ABANDONMENT,0,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.5132,0,0.0,1.76,0.1
TXN_0001897,CUST_00188,LOW_RELIABILITY,0.37,2369.03,2001.64,UPI,6,USER_ABANDONMENT,0,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.7323,1,2001.64,8.23,0.45
TXN_0001897,CUST_00188,LOW_RELIABILITY,0.37,2369.03,2001.64,UPI,6,USER_ABANDONMENT,0,WAIT,Wait,WAIT,12.0,0.3203,1,2001.64,0.03,0.05
TXN_0001898,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1977.08,WALLET,22,TECHNICAL_ERROR,2,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.401,1,1977.08,2.02,0.31
TXN_0001898,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1977.08,WALLET,22,TECHNICAL_ERROR,2,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.5054,1,1977.08,1.94,0.26
TXN_0001898,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1977.08,WALLET,22,TECHNICAL_ERROR,2,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.2939,0,0.0,7.87,0.61
TXN_0001898,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1977.08,WALLET,22,TECHNICAL_ERROR,2,WAIT,Wait,WAIT,12.0,0.4477,1,1977.08,0.0,0.21
TXN_0001899,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1916.41,UPI,3,TECHNICAL_ERROR,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.4768,1,1916.41,1.84,0.23
TXN_0001899,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1916.41,UPI,3,TECHNICAL_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6438,0,0.0,2.24,0.18
TXN_0001899,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1916.41,UPI,3,TECHNICAL_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5296,0,0.0,8.19,0.53
TXN_0001899,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1916.41,UPI,3,TECHNICAL_ERROR,1,WAIT,Wait,WAIT,12.0,0.2773,0,0.0,0.25,0.13
TXN_0001900,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1179.65,CARD,22,TEMPORARY_BANK_ERROR,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6185,0,0.0,1.91,0.23
TXN_0001900,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1179.65,CARD,22,TEMPORARY_BANK_ERROR,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.6567,1,1179.65,1.9,0.18
TXN_0001900,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1179.65,CARD,22,TEMPORARY_BANK_ERROR,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.558,0,0.0,8.09,0.53
TXN_0001900,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1179.65,CARD,22,TEMPORARY_BANK_ERROR,1,WAIT,Wait,WAIT,12.0,0.3841,0,0.0,0.0,0.13
TXN_0001901,CUST_00188,LOW_RELIABILITY,0.37,2369.03,2248.06,CARD,21,NETWORK_TIMEOUT,1,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.6103,0,0.0,1.81,0.23
TXN_0001901,CUST_00188,LOW_RELIABILITY,0.37,2369.03,2248.06,CARD,21,NETWORK_TIMEOUT,1,RETRY_6_HOURS,Retry after 6 hours,RETRY,6.0,0.4575,0,0.0,2.04,0.18
TXN_0001901,CUST_00188,LOW_RELIABILITY,0.37,2369.03,2248.06,CARD,21,NETWORK_TIMEOUT,1,PAYMENT_LINK,Send Payment Link,PAYMENT_LINK,1.0,0.5223,1,2248.06,8.13,0.53
TXN_0001901,CUST_00188,LOW_RELIABILITY,0.37,2369.03,2248.06,CARD,21,NETWORK_TIMEOUT,1,WAIT,Wait,WAIT,12.0,0.4574,0,0.0,0.19,0.13
TXN_0001902,CUST_00188,LOW_RELIABILITY,0.37,2369.03,1837.79,CARD,12,AUTHENTICATION_FAILURE,0,RETRY_30_MIN,Retry after 30 minutes,RETRY,0.5,0.5632,1,1837.79,2.06,0.15
