transaction_id,recommended_strategy,digital_twin_utility,digital_twin_probability,digital_twin_expected_recovery,retry_30_utility,retry_6h_utility,payment_link_utility,wait_utility,actual_recovered
TXN_0001529,Retry after 6 hours,2825.35,0.5085,2869.99,2665.15,2825.35,2677.41,2333.53,1
TXN_0001529,Retry after 6 hours,2825.35,0.5085,2869.99,2665.15,2825.35,2677.41,2333.53,0
TXN_0001529,Retry after 6 hours,2825.35,0.5085,2869.99,2665.15,2825.35,2677.41,2333.53,1
TXN_0001529,Retry after 6 hours,2825.35,0.5085,2869.99,2665.15,2825.35,2677.41,2333.53,0
TXN_0001542,Retry after 6 hours,3793.04,0.4829,3855.22,3729.7,3793.04,3747.63,3429.12,0
TXN_0001542,Retry after 6 hours,3793.04,0.4829,3855.22,3729.7,3793.04,3747.63,3429.12,1
TXN_0001542,Retry after 6 hours,3793.04,0.4829,3855.22,3729.7,3793.04,3747.63,3429.12,0
TXN_0001542,Retry after 6 hours,3793.04,0.4829,3855.22,3729.7,3793.04,3747.63,3429.12,1
TXN_0001607,Retry after 6 hours,977.56,0.4717,995.69,848.13,977.56,885.67,904.27,0
TXN_0001607,Retry after 6 hours,977.56,0.4717,995.69,848.13,977.56,885.67,904.27,1
TXN_0001607,Retry after 6 hours,977.56,0.4717,995.69,848.13,977.56,885.67,904.27,0
TXN_0001607,Retry after 6 hours,977.56,0.4717,995.69,848.13,977.56,885.67,904.27,1
TXN_0001665,Send Payment Link,974.94,0.5836,1027.25,904.29,910.52,974.94,862.47,1
TXN_0001665,Send Payment Link,974.94,0.5836,1027.25,904.29,910.52,974.94,862.47,1
TXN_0001665,Send Payment Link,974.94,0.5836,1027.25,904.29,910.52,974.94,862.47,0
TXN_0001665,Send Payment Link,974.94,0.5836,1027.25,904.29,910.52,974.94,862.47,1
TXN_0001669,Wait,1106.43,0.4427,1119.41,1067.36,1028.56,982.69,1106.43,1
TXN_0001669,Wait,1106.43,0.4427,1119.41,1067.36,1028.56,982.69,1106.43,1
TXN_0001669,Wait,1106.43,0.4427,1119.41,1067.36,1028.56,982.69,1106.43,0
TXN_0001669,Wait,1106.43,0.4427,1119.41,1067.36,1028.56,982.69,1106.43,1
TXN_0001678,Retry after 6 hours,2119.56,0.5019,2154.05,1872.04,2119.56,1911.99,1740.84,1
TXN_0001678,Retry after 6 hours,2119.56,0.5019,2154.05,1872.04,2119.56,1911.99,1740.84,1
TXN_0001678,Retry after 6 hours,2119.56,0.5019,2154.05,1872.04,2119.56,1911.99,1740.84,1
TXN_0001678,Retry after 6 hours,2119.56,0.5019,2154.05,1872.04,2119.56,1911.99,1740.84,0
TXN_0001684,Retry after 30 minutes,5614.62,0.6816,5645.92,5614.62,5505.48,4885.43,4574.89,1
TXN_0001684,Retry after 30 minutes,5614.62,0.6816,5645.92,5614.62,5505.48,4885.43,4574.89,1
TXN_0001684,Retry after 30 minutes,5614.62,0.6816,5645.92,5614.62,5505.48,4885.43,4574.89,0
TXN_0001684,Retry after 30 minutes,5614.62,0.6816,5645.92,5614.62,5505.48,4885.43,4574.89,1
TXN_0001696,Send Payment Link,1459.13,0.816,1513.81,1452.63,1444.47,1459.13,1270.47,1
TXN_0001696,Send Payment Link,1459.13,0.816,1513.81,1452.63,1444.47,1459.13,1270.47,1
TXN_0001696,Send Payment Link,1459.13,0.816,1513.81,1452.63,1444.47,1459.13,1270.47,1
TXN_0001696,Send Payment Link,1459.13,0.816,1513.81,1452.63,1444.47,1459.13,1270.47,1
TXN_0001728,Retry after 30 minutes,553.04,0.5289,559.04,553.04,543.29,467.75,471.73,1
TXN_0001728,Retry after 30 minutes,553.04,0.5289,559.04,553.04,543.29,467.75,471.73,1
TXN_0001728,Retry after 30 minutes,553.04,0.5289,559.04,553.04,543.29,467.75,471.73,0
TXN_0001728,Retry after 30 minutes,553.04,0.5289,559.04,553.04,543.29,467.75,471.73,0
TXN_0001741,Wait,6768.5,0.6384,6822.27,6369.21,6447.43,6618.38,6768.5,1
TXN_0001741,Wait,6768.5,0.6384,6822.27,6369.21,6447.43,6618.38,6768.5,0
TXN_0001741,Wait,6768.5,0.6384,6822.27,6369.21,6447.43,6618.38,6768.5,1
TXN_0001741,Wait,6768.5,0.6384,6822.27,6369.21,6447.43,6618.38,6768.5,1
TXN_0001751,Wait,1808.42,0.3844,1832.6,1585.42,1720.32,1801.4,1808.42,0
TXN_0001751,Wait,1808.42,0.3844,1832.6,1585.42,1720.32,1801.4,1808.42,0
TXN_0001751,Wait,1808.42,0.3844,1832.6,1585.42,1720.32,1801.4,1808.42,1
TXN_0001751,Wait,1808.42,0.3844,1832.6,1585.42,1720.32,1801.4,1808.42,0
TXN_0001761,Retry after 6 hours,1910.49,0.6455,1935.28,1839.53,1910.49,1663.54,1614.49,1
TXN_0001761,Retry after 6 hours,1910.49,0.6455,1935.28,1839.53,1910.49,1663.54,1614.49,1
TXN_0001761,Retry after 6 hours,1910.49,0.6455,1935.28,1839.53,1910.49,1663.54,1614.49,0
TXN_0001761,Retry after 6 hours,1910.49,0.6455,1935.28,1839.53,1910.49,1663.54,1614.49,0
TXN_0001796,Send Payment Link,6401.7,0.6183,6680.1,5687.57,5709.15,6401.7,5716.46,1
TXN_0001796,Send Payment Link,6401.7,0.6183,6680.1,5687.57,5709.15,6401.7,5716.46,1
TXN_0001796,Send Payment Link,6401.7,0.6183,6680.1,5687.57,5709.15,6401.7,5716.46,1
TXN_0001796,Send Payment Link,6401.7,0.6183,6680.1,5687.57,5709.15,6401.7,5716.46,0
TXN_0001804,Send Payment Link,5490.37,0.665,5713.45,5112.8,5169.71,5490.37,5276.85,0
TXN_0001804,Send Payment Link,5490.37,0.665,5713.45,5112.8,5169.71,5490.37,5276.85,1
TXN_0001804,Send Payment Link,5490.37,0.665,5713.45,5112.8,5169.71,5490.37,5276.85,1
TXN_0001804,Send Payment Link,5490.37,0.665,5713.45,5112.8,5169.71,5490.37,5276.85,0
TXN_0001813,Send Payment Link,1563.81,0.5585,1645.78,1279.44,1300.78,1563.81,1313.52,0
TXN_0001813,Send Payment Link,1563.81,0.5585,1645.78,1279.44,1300.78,1563.81,1313.52,1
TXN_0001813,Send Payment Link,1563.81,0.5585,1645.78,1279.44,1300.78,1563.81,1313.52,1
TXN_0001813,Send Payment Link,1563.81,0.5585,1645.78,1279.44,1300.78,1563.81,1313.52,1
TXN_0001815,Send Payment Link,1731.15,0.5605,1820.65,1624.35,1638.25,1731.15,1658.11,1
TXN_0001815,Send Payment Link,1731.15,0.5605,1820.65,1624.35,1638.25,1731.15,1658.11,1
TXN_0001815,Send Payment Link,1731.15,0.5605,1820.65,1624.35,1638.25,1731.15,1658.11,1
TXN_0001815,Send Payment Link,1731.15,0.5605,1820.65,1624.35,1638.25,1731.15,1658.11,0
TXN_0001820,Wait,1126.97,0.5302,1138.04,799.16,909.78,881.61,1126.97,0
TXN_0001820,Wait,1126.97,0.5302,1138.04,799.16,909.78,881.61,1126.97,1
TXN_0001820,Wait,1126.97,0.5302,1138.04,799.16,909.78,881.61,1126.97,1
TXN_0001820,Wait,1126.97,0.5302,1138.04,799.16,909.78,881.61,1126.97,0
TXN_0001829,Send Payment Link,7219.86,0.7066,7493.29,6387.11,6254.55,7219.86,6124.71,0
TXN_0001829,Send Payment Link,7219.86,0.7066,7493.29,6387.11,6254.55,7219.86,6124.71,0
TXN_0001829,Send Payment Link,7219.86,0.7066,7493.29,6387.11,6254.55,7219.86,6124.71,0
TXN_0001829,Send Payment Link,7219.86,0.7066,7493.29,6387.11,6254.55,7219.86,6124.71,1
TXN_0001836,Send Payment Link,3192.85,0.5712,3347.68,2202.24,2152.18,3192.85,3025.69,1
TXN_0001836,Send Payment Link,3192.85,0.5712,3347.68,2202.24,2152.18,3192.85,3025.69,1
TXN_0001836,Send Payment Link,3192.85,0.5712,3347.68,2202.24,2152.18,3192.85,3025.69,0
TXN_0001836,Send Payment Link,3192.85,0.5712,3347.68,2202.24,2152.18,3192.85,3025.69,0
TXN_0001848,Wait,2503.71,0.7217,2521.52,2278.64,2348.07,2375.08,2503.71,0
TXN_0001848,Wait,2503.71,0.7217,2521.52,2278.64,2348.07,2375.08,2503.71,1
TXN_0001848,Wait,2503.71,0.7217,2521.52,2278.64,2348.07,2375.08,2503.71,0
TXN_0001848,Wait,2503.71,0.7217,2521.52,2278.64,2348.07,2375.08,2503.71,0
TXN_0001861,Send Payment Link,413.15,0.3743,451.62,316.59,352.89,413.15,410.53,0
TXN_0001861,Send Payment Link,413.15,0.3743,451.62,316.59,352.89,413.15,410.53,0
TXN_0001861,Send Payment Link,413.15,0.3743,451.62,316.59,352.89,413.15,410.53,1
TXN_0001861,Send Payment Link,413.15,0.3743,451.62,316.59,352.89,413.15,410.53,0
TXN_0001897,Send Payment Link,718.91,0.3883,777.25,594.36,623.24,718.91,698.77,0
TXN_0001897,Send Payment Link,718.91,0.3883,777.25,594.36,623.24,718.91,698.77,0
TXN_0001897,Send Payment Link,718.91,0.3883,777.25,594.36,623.24,718.91,698.77,1
TXN_0001897,Send Payment Link,718.91,0.3883,777.25,594.36,623.24,718.91,698.77,1
TXN_0001899,Send Payment Link,801.46,0.4475,857.68,793.16,800.04,801.46,683.66,1
TXN_0001899,Send Payment Link,801.46,0.4475,857.68,793.16,800.04,801.46,683.66,0
TXN_0001899,Send Payment Link,801.46,0.4475,857.68,793.16,800.04,801.46,683.66,0
TXN_0001899,Send Payment Link,801.46,0.4475,857.68,793.16,800.04,801.46,683.66,0
TXN_0001900,Retry after 6 hours,531.32,0.4599,542.47,506.49,531.32,441.87,476.0,0
TXN_0001900,Retry after 6 hours,531.32,0.4599,542.47,506.49,531.32,441.87,476.0,1
TXN_0001900,Retry after 6 hours,531.32,0.4599,542.47,506.49,531.32,441.87,476.0,0
TXN_0001900,Retry after 6 hours,531.32,0.4599,542.47,506.49,531.32,441.87,476.0,0
TXN_0001910,Retry after 6 hours,298.98,0.4856,306.01,285.93,298.98,254.56,236.05,1
TXN_0001910,Retry after 6 hours,298.98,0.4856,306.01,285.93,298.98,254.56,236.05,1
TXN_0001910,Retry after 6 hours,298.98,0.4856,306.01,285.93,298.98,254.56,236.05,0
TXN_0001910,Retry after 6 hours,298.98,0.4856,306.01,285.93,298.98,254.56,236.05,1
TXN_0001914,Wait,70.94,0.4326,72.11,65.68,64.7,67.32,70.94,0
TXN_0001914,Wait,70.94,0.4326,72.11,65.68,64.7,67.32,70.94,1
TXN_0001914,Wait,70.94,0.4326,72.11,65.68,64.7,67.32,70.94,1
TXN_0001914,Wait,70.94,0.4326,72.11,65.68,64.7,67.32,70.94,1
TXN_0001931,Retry after 6 hours,1641.99,0.3968,1675.97,1455.05,1641.99,1635.95,1246.74,1
TXN_0001931,Retry after 6 hours,1641.99,0.3968,1675.97,1455.05,1641.99,1635.95,1246.74,1
TXN_0001931,Retry after 6 hours,1641.99,0.3968,1675.97,1455.05,1641.99,1635.95,1246.74,1
TXN_0001931,Retry after 6 hours,1641.99,0.3968,1675.97,1455.05,1641.99,1635.95,1246.74,1
TXN_0001933,Retry after 6 hours,1152.97,0.4002,1177.34,959.24,1152.97,1152.52,1056.72,1
TXN_0001933,Retry after 6 hours,1152.97,0.4002,1177.34,959.24,1152.97,1152.52,1056.72,1
TXN_0001933,Retry after 6 hours,1152.97,0.4002,1177.34,959.24,1152.97,1152.52,1056.72,1
TXN_0001933,Retry after 6 hours,1152.97,0.4002,1177.34,959.24,1152.97,1152.52,1056.72,0
TXN_0001935,Wait,3444.53,0.4378,3484.67,2874.89,3053.83,3373.23,3444.53,0
TXN_0001935,Wait,3444.53,0.4378,3484.67,2874.89,3053.83,3373.23,3444.53,1
TXN_0001935,Wait,3444.53,0.4378,3484.67,2874.89,3053.83,3373.23,3444.53,0
TXN_0001935,Wait,3444.53,0.4378,3484.67,2874.89,3053.83,3373.23,3444.53,1
TXN_0001939,Send Payment Link,2680.72,0.5267,2823.02,2333.27,2256.95,2680.72,1738.8,1
TXN_0001939,Send Payment Link,2680.72,0.5267,2823.02,2333.27,2256.95,2680.72,1738.8,0
TXN_0001939,Send Payment Link,2680.72,0.5267,2823.02,2333.27,2256.95,2680.72,1738.8,0
TXN_0001939,Send Payment Link,2680.72,0.5267,2823.02,2333.27,2256.95,2680.72,1738.8,0
TXN_0001960,Retry after 30 minutes,820.99,0.5836,828.26,820.99,760.86,727.65,692.83,1
TXN_0001960,Retry after 30 minutes,820.99,0.5836,828.26,820.99,760.86,727.65,692.83,1
TXN_0001960,Retry after 30 minutes,820.99,0.5836,828.26,820.99,760.86,727.65,692.83,0
TXN_0001960,Retry after 30 minutes,820.99,0.5836,828.26,820.99,760.86,727.65,692.83,0
TXN_0001970,Retry after 30 minutes,46.9,0.4955,49.55,46.9,44.15,38.55,39.72,0
TXN_0001970,Retry after 30 minutes,46.9,0.4955,49.55,46.9,44.15,38.55,39.72,1
TXN_0001970,Retry after 30 minutes,46.9,0.4955,49.55,46.9,44.15,38.55,39.72,0
TXN_0001970,Retry after 30 minutes,46.9,0.4955,49.55,46.9,44.15,38.55,39.72,1
TXN_0001994,Wait,1869.23,0.5578,1886.48,1354.58,1561.07,1690.25,1869.23,1
TXN_0001994,Wait,1869.23,0.5578,1886.48,1354.58,1561.07,1690.25,1869.23,1
TXN_0001994,Wait,1869.23,0.5578,1886.48,1354.58,1561.07,1690.25,1869.23,1
TXN_0001994,Wait,1869.23,0.5578,1886.48,1354.58,1561.07,1690.25,1869.23,1
TXN_0002003,Wait,2244.71,0.7215,2260.72,2090.97,2133.82,2113.67,2244.71,1
TXN_0002003,Wait,2244.71,0.7215,2260.72,2090.97,2133.82,2113.67,2244.71,0
TXN_0002003,Wait,2244.71,0.7215,2260.72,2090.97,2133.82,2113.67,2244.71,1
TXN_0002003,Wait,2244.71,0.7215,2260.72,2090.97,2133.82,2113.67,2244.71,1
TXN_0002011,Send Payment Link,1054.16,0.6355,1105.97,944.06,985.09,1054.16,975.42,1
TXN_0002011,Send Payment Link,1054.16,0.6355,1105.97,944.06,985.09,1054.16,975.42,0
TXN_0002011,Send Payment Link,1054.16,0.6355,1105.97,944.06,985.09,1054.16,975.42,1
TXN_0002011,Send Payment Link,1054.16,0.6355,1105.97,944.06,985.09,1054.16,975.42,1
TXN_0002050,Send Payment Link,6297.91,0.6742,6549.05,5799.08,5598.81,6297.91,5856.78,1
TXN_0002050,Send Payment Link,6297.91,0.6742,6549.05,5799.08,5598.81,6297.91,5856.78,1
TXN_0002050,Send Payment Link,6297.91,0.6742,6549.05,5799.08,5598.81,6297.91,5856.78,1
TXN_0002050,Send Payment Link,6297.91,0.6742,6549.05,5799.08,5598.81,6297.91,5856.78,1
TXN_0002061,Send Payment Link,7518.92,0.67,7818.96,6867.37,6758.0,7518.92,6850.36,1
TXN_0002061,Send Payment Link,7518.92,0.67,7818.96,6867.37,6758.0,7518.92,6850.36,0
TXN_0002061,Send Payment Link,7518.92,0.67,7818.96,6867.37,6758.0,7518.92,6850.36,0
TXN_0002061,Send Payment Link,7518.92,0.67,7818.96,6867.37,6758.0,7518.92,6850.36,1
TXN_0002069,Wait,4270.88,0.7048,4301.73,2672.09,3140.49,3434.02,4270.88,0
TXN_0002069,Wait,4270.88,0.7048,4301.73,2672.09,3140.49,3434.02,4270.88,1
TXN_0002069,Wait,4270.88,0.7048,4301.73,2672.09,3140.49,3434.02,4270.88,1
TXN_0002069,Wait,4270.88,0.7048,4301.73,2672.09,3140.49,3434.02,4270.88,1
TXN_0002174,Send Payment Link,3634.57,0.5935,3803.08,2538.5,2462.99,3634.57,3260.94,0
TXN_0002174,Send Payment Link,3634.57,0.5935,3803.08,2538.5,2462.99,3634.57,3260.94,1
TXN_0002174,Send Payment Link,3634.57,0.5935,3803.08,2538.5,2462.99,3634.57,3260.94,1
TXN_0002174,Send Payment Link,3634.57,0.5935,3803.08,2538.5,2462.99,3634.57,3260.94,0
TXN_0002181,Retry after 6 hours,665.64,0.6137,676.21,642.71,665.64,564.17,605.27,1
TXN_0002181,Retry after 6 hours,665.64,0.6137,676.21,642.71,665.64,564.17,605.27,1
TXN_0002181,Retry after 6 hours,665.64,0.6137,676.21,642.71,665.64,564.17,605.27,1
TXN_0002181,Retry after 6 hours,665.64,0.6137,676.21,642.71,665.64,564.17,605.27,1
TXN_0002185,Retry after 30 minutes,4105.74,0.5665,4133.58,4105.74,3791.07,3591.34,3548.85,1
TXN_0002185,Retry after 30 minutes,4105.74,0.5665,4133.58,4105.74,3791.07,3591.34,3548.85,1
TXN_0002185,Retry after 30 minutes,4105.74,0.5665,4133.58,4105.74,3791.07,3591.34,3548.85,0
TXN_0002185,Retry after 30 minutes,4105.74,0.5665,4133.58,4105.74,3791.07,3591.34,3548.85,0
TXN_0002227,Send Payment Link,662.23,0.5767,700.92,524.04,489.51,662.23,550.44,0
TXN_0002227,Send Payment Link,662.23,0.5767,700.92,524.04,489.51,662.23,550.44,0
TXN_0002227,Send Payment Link,662.23,0.5767,700.92,524.04,489.51,662.23,550.44,1
TXN_0002227,Send Payment Link,662.23,0.5767,700.92,524.04,489.51,662.23,550.44,0
TXN_0002234,Retry after 30 minutes,3238.25,0.584,3260.09,3238.25,3212.09,2931.33,3001.1,1
TXN_0002234,Retry after 30 minutes,3238.25,0.584,3260.09,3238.25,3212.09,2931.33,3001.1,1
TXN_0002234,Retry after 30 minutes,3238.25,0.584,3260.09,3238.25,3212.09,2931.33,3001.1,1
TXN_0002234,Retry after 30 minutes,3238.25,0.584,3260.09,3238.25,3212.09,2931.33,3001.1,1
TXN_0002244,Retry after 30 minutes,4224.84,0.5885,4252.43,4224.84,4124.19,4007.16,3579.3,0
TXN_0002244,Retry after 30 minutes,4224.84,0.5885,4252.43,4224.84,4124.19,4007.16,3579.3,0
TXN_0002244,Retry after 30 minutes,4224.84,0.5885,4252.43,4224.84,4124.19,4007.16,3579.3,0
TXN_0002244,Retry after 30 minutes,4224.84,0.5885,4252.43,4224.84,4124.19,4007.16,3579.3,1
TXN_0002270,Send Payment Link,1378.8,0.4853,1462.44,1273.03,1234.11,1378.8,1031.29,1
TXN_0002270,Send Payment Link,1378.8,0.4853,1462.44,1273.03,1234.11,1378.8,1031.29,1
TXN_0002270,Send Payment Link,1378.8,0.4853,1462.44,1273.03,1234.11,1378.8,1031.29,0
TXN_0002270,Send Payment Link,1378.8,0.4853,1462.44,1273.03,1234.11,1378.8,1031.29,1
TXN_0002306,Retry after 6 hours,368.56,0.3981,377.98,294.84,368.56,327.95,363.52,0
TXN_0002306,Retry after 6 hours,368.56,0.3981,377.98,294.84,368.56,327.95,363.52,0
TXN_0002306,Retry after 6 hours,368.56,0.3981,377.98,294.84,368.56,327.95,363.52,0
TXN_0002306,Retry after 6 hours,368.56,0.3981,377.98,294.84,368.56,327.95,363.52,1
TXN_0002360,Retry after 6 hours,532.53,0.4955,543.05,494.49,532.53,480.66,409.87,0
TXN_0002360,Retry after 6 hours,532.53,0.4955,543.05,494.49,532.53,480.66,409.87,1
TXN_0002360,Retry after 6 hours,532.53,0.4955,543.05,494.49,532.53,480.66,409.87,1
TXN_0002360,Retry after 6 hours,532.53,0.4955,543.05,494.49,532.53,480.66,409.87,1
TXN_0002361,Retry after 6 hours,593.42,0.4285,606.33,583.56,593.42,545.39,507.98,0
TXN_0002361,Retry after 6 hours,593.42,0.4285,606.33,583.56,593.42,545.39,507.98,1
TXN_0002361,Retry after 6 hours,593.42,0.4285,606.33,583.56,593.42,545.39,507.98,0
TXN_0002361,Retry after 6 hours,593.42,0.4285,606.33,583.56,593.42,545.39,507.98,0
TXN_0002390,Wait,5868.39,0.656,5913.81,4859.16,5205.94,5607.2,5868.39,1
TXN_0002390,Wait,5868.39,0.656,5913.81,4859.16,5205.94,5607.2,5868.39,1
TXN_0002390,Wait,5868.39,0.656,5913.81,4859.16,5205.94,5607.2,5868.39,1
TXN_0002390,Wait,5868.39,0.656,5913.81,4859.16,5205.94,5607.2,5868.39,0
TXN_0002415,Retry after 30 minutes,6141.38,0.5697,6181.67,6141.38,6054.69,5806.21,5993.05,0
TXN_0002415,Retry after 30 minutes,6141.38,0.5697,6181.67,6141.38,6054.69,5806.21,5993.05,1
TXN_0002415,Retry after 30 minutes,6141.38,0.5697,6181.67,6141.38,6054.69,5806.21,5993.05,1
TXN_0002415,Retry after 30 minutes,6141.38,0.5697,6181.67,6141.38,6054.69,5806.21,5993.05,0
TXN_0002416,Retry after 30 minutes,1200.15,0.5139,1210.7,1200.15,1132.99,1196.77,1182.65,0
TXN_0002416,Retry after 30 minutes,1200.15,0.5139,1210.7,1200.15,1132.99,1196.77,1182.65,1
TXN_0002416,Retry after 30 minutes,1200.15,0.5139,1210.7,1200.15,1132.99,1196.77,1182.65,1
TXN_0002416,Retry after 30 minutes,1200.15,0.5139,1210.7,1200.15,1132.99,1196.77,1182.65,1
TXN_0002467,Send Payment Link,4100.14,0.6475,4273.43,3797.36,3933.13,4100.14,3980.82,1
TXN_0002467,Send Payment Link,4100.14,0.6475,4273.43,3797.36,3933.13,4100.14,3980.82,1
TXN_0002467,Send Payment Link,4100.14,0.6475,4273.43,3797.36,3933.13,4100.14,3980.82,0
TXN_0002467,Send Payment Link,4100.14,0.6475,4273.43,3797.36,3933.13,4100.14,3980.82,1
TXN_0002499,Wait,1364.59,0.6161,1376.1,1023.83,1168.91,1211.28,1364.59,1
TXN_0002499,Wait,1364.59,0.6161,1376.1,1023.83,1168.91,1211.28,1364.59,1
TXN_0002499,Wait,1364.59,0.6161,1376.1,1023.83,1168.91,1211.28,1364.59,1
TXN_0002499,Wait,1364.59,0.6161,1376.1,1023.83,1168.91,1211.28,1364.59,1
TXN_0002504,Retry after 6 hours,2183.35,0.6446,2211.38,2177.67,2183.35,1918.49,2026.7,1
TXN_0002504,Retry after 6 hours,2183.35,0.6446,2211.38,2177.67,2183.35,1918.49,2026.7,1
TXN_0002504,Retry after 6 hours,2183.35,0.6446,2211.38,2177.67,2183.35,1918.49,2026.7,1
TXN_0002504,Retry after 6 hours,2183.35,0.6446,2211.38,2177.67,2183.35,1918.49,2026.7,1
TXN_0002516,Wait,4089.4,0.5895,4124.72,2623.17,3091.38,3144.52,4089.4,0
TXN_0002516,Wait,4089.4,0.5895,4124.72,2623.17,3091.38,3144.52,4089.4,1
TXN_0002516,Wait,4089.4,0.5895,4124.72,2623.17,3091.38,3144.52,4089.4,1
TXN_0002516,Wait,4089.4,0.5895,4124.72,2623.17,3091.38,3144.52,4089.4,1
TXN_0002519,Send Payment Link,4351.92,0.5924,4552.34,4072.38,4057.57,4351.92,4038.54,0
TXN_0002519,Send Payment Link,4351.92,0.5924,4552.34,4072.38,4057.57,4351.92,4038.54,1
TXN_0002519,Send Payment Link,4351.92,0.5924,4552.34,4072.38,4057.57,4351.92,4038.54,0
TXN_0002519,Send Payment Link,4351.92,0.5924,4552.34,4072.38,4057.57,4351.92,4038.54,0
TXN_0002527,Retry after 6 hours,501.11,0.4104,512.79,455.99,501.11,453.18,495.47,1
TXN_0002527,Retry after 6 hours,501.11,0.4104,512.79,455.99,501.11,453.18,495.47,0
TXN_0002527,Retry after 6 hours,501.11,0.4104,512.79,455.99,501.11,453.18,495.47,0
TXN_0002527,Retry after 6 hours,501.11,0.4104,512.79,455.99,501.11,453.18,495.47,1
TXN_0002528,Retry after 30 minutes,545.07,0.4251,551.92,545.07,538.13,542.48,468.58,0
TXN_0002528,Retry after 30 minutes,545.07,0.4251,551.92,545.07,538.13,542.48,468.58,0
TXN_0002528,Retry after 30 minutes,545.07,0.4251,551.92,545.07,538.13,542.48,468.58,1
TXN_0002528,Retry after 30 minutes,545.07,0.4251,551.92,545.07,538.13,542.48,468.58,1
TXN_0002530,Retry after 6 hours,459.65,0.4408,469.95,453.89,459.65,418.9,343.02,1
TXN_0002530,Retry after 6 hours,459.65,0.4408,469.95,453.89,459.65,418.9,343.02,1
TXN_0002530,Retry after 6 hours,459.65,0.4408,469.95,453.89,459.65,418.9,343.02,1
TXN_0002530,Retry after 6 hours,459.65,0.4408,469.95,453.89,459.65,418.9,343.02,0
TXN_0002531,Retry after 6 hours,952.43,0.3936,973.28,873.43,952.43,875.6,887.85,1
TXN_0002531,Retry after 6 hours,952.43,0.3936,973.28,873.43,952.43,875.6,887.85,1
TXN_0002531,Retry after 6 hours,952.43,0.3936,973.28,873.43,952.43,875.6,887.85,0
TXN_0002531,Retry after 6 hours,952.43,0.3936,973.28,873.43,952.43,875.6,887.85,0
TXN_0002551,Wait,1145.9,0.6058,1155.78,789.16,935.63,995.78,1145.9,1
TXN_0002551,Wait,1145.9,0.6058,1155.78,789.16,935.63,995.78,1145.9,1
TXN_0002551,Wait,1145.9,0.6058,1155.78,789.16,935.63,995.78,1145.9,1
TXN_0002551,Wait,1145.9,0.6058,1155.78,789.16,935.63,995.78,1145.9,1
TXN_0002576,Retry after 30 minutes,7457.43,0.5306,7509.27,7457.43,7265.21,7139.13,7203.39,1
TXN_0002576,Retry after 30 minutes,7457.43,0.5306,7509.27,7457.43,7265.21,7139.13,7203.39,0
TXN_0002576,Retry after 30 minutes,7457.43,0.5306,7509.27,7457.43,7265.21,7139.13,7203.39,1
TXN_0002576,Retry after 30 minutes,7457.43,0.5306,7509.27,7457.43,7265.21,7139.13,7203.39,1
TXN_0002588,Retry after 30 minutes,1315.7,0.647,1325.17,1315.7,1222.49,1220.84,1140.55,0
TXN_0002588,Retry after 30 minutes,1315.7,0.647,1325.17,1315.7,1222.49,1220.84,1140.55,1
TXN_0002588,Retry after 30 minutes,1315.7,0.647,1325.17,1315.7,1222.49,1220.84,1140.55,1
TXN_0002588,Retry after 30 minutes,1315.7,0.647,1325.17,1315.7,1222.49,1220.84,1140.55,1
TXN_0002589,Retry after 30 minutes,1702.31,0.6717,1713.54,1702.31,1567.82,1531.18,1406.17,1
TXN_0002589,Retry after 30 minutes,1702.31,0.6717,1713.54,1702.31,1567.82,1531.18,1406.17,1
TXN_0002589,Retry after 30 minutes,1702.31,0.6717,1713.54,1702.31,1567.82,1531.18,1406.17,0
TXN_0002589,Retry after 30 minutes,1702.31,0.6717,1713.54,1702.31,1567.82,1531.18,1406.17,1
TXN_0002601,Send Payment Link,3644.01,0.6345,3802.13,3065.07,3156.27,3644.01,2927.27,1
TXN_0002601,Send Payment Link,3644.01,0.6345,3802.13,3065.07,3156.27,3644.01,2927.27,1
TXN_0002601,Send Payment Link,3644.01,0.6345,3802.13,3065.07,3156.27,3644.01,2927.27,0
TXN_0002601,Send Payment Link,3644.01,0.6345,3802.13,3065.07,3156.27,3644.01,2927.27,0
TXN_0002645,Send Payment Link,639.16,0.6246,674.46,597.93,571.92,639.16,532.37,1
TXN_0002645,Send Payment Link,639.16,0.6246,674.46,597.93,571.92,639.16,532.37,1
TXN_0002645,Send Payment Link,639.16,0.6246,674.46,597.93,571.92,639.16,532.37,0
TXN_0002645,Send Payment Link,639.16,0.6246,674.46,597.93,571.92,639.16,532.37,0
TXN_0002652,Retry after 30 minutes,2691.48,0.5402,2711.34,2691.48,2610.79,2593.38,2145.62,1
TXN_0002652,Retry after 30 minutes,2691.48,0.5402,2711.34,2691.48,2610.79,2593.38,2145.62,1
TXN_0002652,Retry after 30 minutes,2691.48,0.5402,2711.34,2691.48,2610.79,2593.38,2145.62,1
TXN_0002652,Retry after 30 minutes,2691.48,0.5402,2711.34,2691.48,2610.79,2593.38,2145.62,0
TXN_0002663,Retry after 6 hours,1413.61,0.7284,1430.64,1385.38,1413.61,1380.14,1284.79,1
TXN_0002663,Retry after 6 hours,1413.61,0.7284,1430.64,1385.38,1413.61,1380.14,1284.79,0
TXN_0002663,Retry after 6 hours,1413.61,0.7284,1430.64,1385.38,1413.61,1380.14,1284.79,1
